GeneID,Chr,up,down,ori
CSS0022321,1,33969566,33971744,+
CSS0024647,1,34049029,34061359,+
CSS0004747,1,34078257,34083058,-
CSS0025342,1,34143337,34144160,+
CSS0033072,1,34144944,34146111,+
CSS0036258,1,34161852,34169215,-
CSS0036026,1,34198431,34214540,-
CSS0011130,1,34248009,34249569,-
CSS0031694,1,34249963,34250412,+
CSS0022028,1,34487898,34489135,+
CSS0021482,1,34512757,34518544,+
CSS0048931,1,34520033,34522054,-
CSS0021506,1,34545816,34546503,-
CSS0010099,1,34548467,34558547,-
CSS0016003,1,34574976,34586409,+
CSS0035226,1,34605862,34606523,+
CSS0038847,1,34618596,34621587,+
CSS0042331,1,34626964,34627170,+
CSS0037623,1,34668951,34674373,+
CSS0043973,1,34705221,34708082,-
CSS0029507,1,34756344,34758972,-
CSS0031099,1,34761598,34765576,-
CSS0012253,1,34793691,34798643,-
CSS0010540,1,34801558,34810320,-
CSS0038355,1,34851148,34861105,+
CSS0030450,1,34861394,34862679,+
CSS0014435,1,34995067,34996801,-
CSS0009728,1,35000763,35009009,-
CSS0041794,1,35050376,35057755,+
CSS0012310,1,35058046,35059327,+
CSS0015036,1,35081760,35088602,+
CSS0031201,1,35094753,35097272,+
CSS0021356,1,35176737,35187181,-
CSS0000698,1,35262431,35272330,-
CSS0010066,1,35275937,35287620,-
CSS0048432,1,35599112,35600007,+
CSS0010196,1,35667084,35668242,+
CSS0037648,1,35767057,35768717,+
CSS0033988,1,35859398,35868007,-
CSS0035102,1,35874986,35875716,-
CSS0043457,1,35890298,35897677,-
CSS0005121,1,36382201,36383193,+
CSS0010483,1,36385678,36388425,+
CSS0032602,1,36766285,36775780,+
CSS0001271,1,37520565,37522552,-
CSS0048419,1,37553534,37572711,+
CSS0001927,1,37727388,37729425,-
CSS0048607,1,38058697,38061505,+
CSS0031370,1,38085863,38086468,-
CSS0045207,1,38199692,38202721,-
CSS0029315,1,38355078,38358074,-
CSS0020866,1,38461351,38464074,-
CSS0038316,1,38625359,38636816,+
CSS0047177,1,39381693,39384608,+
CSS0036710,1,39651139,39654542,-
CSS0012711,1,39669623,39670579,-
CSS0027741,1,39745716,39749557,-
CSS0028641,1,39885536,39890716,+
CSS0031125,1,39893923,39901050,-
CSS0029716,1,39902623,39904205,+
CSS0028164,1,40007716,40014786,+
CSS0025442,1,40025569,40031677,-
CSS0008024,1,40243989,40255785,+
CSS0007250,1,40268083,40271676,+
CSS0031851,1,40296777,40299488,-
CSS0009607,1,40387581,40398342,+
CSS0010988,1,40405864,40409105,+
CSS0018933,1,40486381,40487158,+
CSS0003903,1,40495485,40499390,-
CSS0016976,1,40524039,40529572,+
CSS0029266,1,40552136,40558705,+
CSS0007734,1,40563503,40563745,+
CSS0010972,1,40592342,40595214,-
CSS0027339,1,40652055,40657723,-
CSS0025558,1,40662741,40667930,-
CSS0014178,1,40688247,40689328,-
CSS0041864,1,40792324,40798048,+
CSS0039445,1,40819492,40829735,+
CSS0019497,1,40911835,40917704,-
CSS0018798,1,41328271,41329503,+
CSS0019139,1,41536815,41538871,+
CSS0002000,1,41587763,41592061,+
CSS0002446,1,41592338,41596008,-
CSS0007956,1,41623756,41653662,-
CSS0001440,1,41704597,41709201,+
CSS0043981,1,41739193,41740978,+
CSS0020537,1,41898983,41901574,+
CSS0044969,1,41902659,41905678,+
CSS0029859,1,41954357,41958633,+
CSS0036839,1,41958644,41962060,-
CSS0047942,1,41998796,42034938,-
CSS0047961,1,42076463,42083704,+
CSS0027344,1,42089742,42093234,-
CSS0044171,1,42147420,42159958,+
CSS0003100,1,42370661,42372485,+
CSS0050217,1,42372637,42373022,+
CSS0039595,1,42451317,42468384,+
CSS0039953,1,42474823,42480460,+
CSS0022994,1,42486295,42488280,+
CSS0026053,1,42509605,42510303,+
CSS0006576,1,42571068,42572470,-
CSS0045227,1,42584003,42586982,-
CSS0006778,1,42609480,42610578,+
CSS0005565,1,42616584,42621742,-
CSS0032172,1,42646288,42647375,+
CSS0045603,1,42655643,42695291,-
CSS0048497,1,42846025,42848078,+
CSS0009729,1,42970528,42979463,+
CSS0010676,1,43065378,43069284,+
CSS0003961,1,43113311,43114999,+
CSS0049318,1,43128567,43131494,-
CSS0019013,1,43137992,43162550,+
CSS0048212,1,43178866,43186524,+
CSS0047272,1,43258984,43259628,-
CSS0025020,1,43313091,43318697,-
CSS0044001,1,43334558,43337197,+
CSS0010594,1,43364734,43367051,-
CSS0001349,1,43537856,43539351,+
CSS0010105,1,43683503,43683715,+
CSS0035921,1,43711550,43714489,+
CSS0038991,1,44071012,44075012,-
CSS0003841,1,44199447,44200113,+
CSS0028673,1,44205215,44206497,+
CSS0016448,1,44207556,44208755,+
CSS0004531,1,44266424,44268472,+
CSS0023489,1,44425101,44427471,-
CSS0008162,1,45046799,45046978,+
CSS0040271,1,45096610,45098166,+
CSS0023990,1,45152190,45155383,+
CSS0005768,1,45167838,45169308,-
CSS0042060,1,45290424,45290885,+
CSS0029123,1,45698887,45699827,-
CSS0018002,1,45727167,45733603,+
CSS0016786,1,45745541,45748397,+
CSS0002812,1,45783415,45794813,-
CSS0035168,1,45858765,45870036,+
CSS0039843,1,45872534,45879437,-
CSS0048880,1,45994519,45998087,-
CSS0031809,1,46053605,46060988,-
CSS0001713,1,46177778,46180434,+
CSS0020664,1,46264690,46268145,-
CSS0025620,1,46634611,46637548,+
CSS0041964,1,46732404,46736295,+
CSS0002935,1,46742129,46743227,-
CSS0034255,1,46836046,46836863,+
CSS0026721,1,46931141,46931777,-
CSS0034085,1,46975445,46977943,-
CSS0009982,1,47012594,47020440,-
CSS0029068,1,47111687,47118278,+
CSS0000283,1,47182170,47184555,+
CSS0036246,1,47184701,47186900,-
CSS0007075,1,47198935,47202009,-
CSS0016666,1,47262412,47263731,-
CSS0025630,1,47287612,47288392,-
CSS0008709,1,47296611,47306225,+
CSS0035268,1,47363459,47371093,+
CSS0017715,1,47383937,47385314,-
CSS0001194,1,47453233,47456967,+
CSS0022511,1,47542438,47543433,-
CSS0006455,1,47571037,47573274,-
CSS0032322,1,47618308,47619303,-
CSS0020386,1,47760001,47764007,+
CSS0018329,1,47800548,47802269,+
CSS0006166,1,47932906,47935889,+
CSS0019433,1,47936484,47949970,-
CSS0028331,1,47960215,47966133,-
CSS0004576,1,48093183,48097098,-
CSS0012020,1,48192088,48202551,+
CSS0017039,1,48239258,48244064,-
CSS0026526,1,48248159,48252645,+
CSS0039122,1,48252102,48257031,-
CSS0023702,1,48308713,48309737,-
CSS0038315,1,48333927,48334947,-
CSS0006245,1,48363779,48365171,+
CSS0003635,1,48365601,48405830,-
CSS0036286,1,48436963,48454543,+
CSS0001667,1,48457171,48464825,-
CSS0023421,1,48488848,48513124,-
CSS0016245,1,48668112,48676336,+
CSS0009268,1,48752082,48754151,+
CSS0010153,1,48755188,48756237,-
CSS0017842,1,48768568,48772292,-
CSS0028921,1,48777292,48779048,-
CSS0030619,1,48813185,48814166,+
CSS0015885,1,48820330,48823794,-
CSS0024052,1,48885949,48886539,-
CSS0018804,1,48924581,48935090,+
CSS0038446,1,48963385,48965714,+
CSS0015486,1,49064967,49071130,-
CSS0036715,1,49074173,49111730,-
CSS0008438,1,49282896,49289990,+
CSS0036881,1,49284602,49284901,-
CSS0024387,1,49311685,49314207,-
CSS0038433,1,49372171,49376254,+
CSS0028562,1,49482528,49490938,+
CSS0031284,1,49526623,49558326,-
CSS0007534,1,49558993,49561814,+
CSS0033913,1,49564007,49565775,-
CSS0047619,1,49604805,49610658,-
CSS0042928,1,49693011,49699844,-
CSS0037978,1,49835622,49839306,-
CSS0028422,1,49872019,49877027,-
CSS0005651,1,49957285,49959115,+
CSS0010135,1,49975023,49984699,-
CSS0004602,1,50059069,50063569,-
CSS0016330,1,50308653,50316193,+
CSS0013041,1,50438470,50440459,+
CSS0015203,1,50441361,50441579,+
CSS0012358,1,50466420,50473862,+
CSS0024281,1,50474620,50475603,-
CSS0035505,1,50477109,50478027,-
CSS0015014,1,50485974,50486783,-
CSS0031314,1,50508972,50515662,+
CSS0037820,1,50522223,50523990,+
CSS0043337,1,50533169,50538371,+
CSS0024629,1,50541338,50547384,-
CSS0014066,1,50585060,50585404,+
CSS0017040,1,50591106,50594584,+
CSS0007629,1,50640515,50647548,+
CSS0035894,1,50734118,50735995,+
CSS0036475,1,50781856,50789454,+
CSS0034454,1,50792739,50799594,-
CSS0033865,1,50813234,50827214,-
CSS0022871,1,51059411,51066933,-
CSS0024974,1,51128366,51135020,+
CSS0017229,1,51567451,51567657,-
CSS0043649,1,51938645,51940565,+
CSS0009808,1,52007087,52008040,+
CSS0003259,1,52135745,52138267,+
CSS0016883,1,52294452,52294892,-
CSS0029022,1,52361539,52363991,+
CSS0002710,1,52403892,52406743,-
CSS0022815,1,52579671,52581209,-
CSS0020478,1,52674886,52677967,-
CSS0049020,1,52700137,52705411,+
CSS0009083,1,52732890,52734241,-
CSS0047671,1,52738431,52746859,-
CSS0021320,1,52872872,52873354,+
CSS0026448,1,53235178,53235590,+
CSS0031726,1,53263515,53284221,-
CSS0042603,1,53322761,53337294,+
CSS0032306,1,53354251,53359530,+
CSS0039606,1,53509790,53511888,+
CSS0025744,1,53758029,53758346,+
CSS0011024,1,53817388,53819457,+
CSS0040636,1,53948839,53952012,+
CSS0035471,1,53996561,53999755,+
CSS0034298,1,54015582,54023965,-
CSS0033546,1,54188895,54196638,+
CSS0050182,1,54328979,54334383,-
CSS0018714,1,54487030,54491940,-
CSS0037789,1,54579238,54583434,+
CSS0026533,1,54599600,54602395,+
CSS0024809,1,54637602,54640963,-
CSS0028904,1,54656900,54660472,-
CSS0015362,1,54815627,54821780,-
CSS0044740,1,54889558,54946587,+
CSS0049311,1,55054886,55055455,+
CSS0037321,1,55055480,55056182,+
CSS0040287,1,55140349,55141758,+
CSS0048190,1,55197213,55201843,-
CSS0036846,1,55233034,55235793,-
CSS0017888,1,55266268,55313188,+
CSS0005581,1,55419630,55420334,+
CSS0030466,1,55469179,55469930,-
CSS0035725,1,55482592,55483582,-
CSS0015954,1,55551634,55551855,-
CSS0038805,1,55552241,55553302,-
CSS0012618,1,55554858,55556509,-
CSS0022948,1,55594657,55594944,-
CSS0015783,1,55610270,55612878,+
CSS0029534,1,55983119,56005075,-
CSS0010849,1,56007657,56022836,-
CSS0040773,1,56181045,56212132,+
CSS0004894,1,56234456,56282634,+
CSS0027857,1,56310460,56331643,+
CSS0005492,1,56438370,56438642,-
CSS0035615,1,56500271,56500480,+
CSS0008301,1,56581294,56581500,+
CSS0006890,1,56713968,56717189,-
CSS0030614,1,57978484,57981075,-
CSS0009610,1,58316797,58317087,+
CSS0028263,1,58386317,58387055,+
CSS0049868,1,58659286,58659849,-
CSS0000620,1,59280497,59280766,-
CSS0046979,1,59483817,59484095,+
CSS0045202,1,59666096,59668888,+
CSS0020815,1,59831749,59833139,-
CSS0002361,1,60015045,60016536,+
CSS0042302,1,60023659,60024299,+
CSS0035500,1,60056704,60058828,+
CSS0050522,1,60061818,60072298,-
CSS0033807,1,60141264,60142761,+
CSS0031184,1,60149888,60150528,+
CSS0047598,1,60182163,60185055,+
CSS0038263,1,60195659,60216287,-
CSS0045896,1,60368858,60373752,+
CSS0031988,1,60401575,60409874,+
CSS0041083,1,60411543,60427739,+
CSS0038356,1,60540808,60553840,+
CSS0048324,1,60617559,60623355,-
CSS0049284,1,60629898,60643046,-
CSS0048129,1,60753075,60769452,-
CSS0031086,1,60790750,60800764,-
CSS0034847,1,60834013,60850413,-
CSS0030340,1,60872957,60874548,+
CSS0036551,1,60875263,60875867,+
CSS0009688,1,60882783,60885511,+
CSS0032133,1,60968861,60971859,-
CSS0014744,1,61198537,61200803,-
CSS0030680,1,61272930,61277899,+
CSS0043630,1,61288507,61290125,+
CSS0011005,1,61335523,61336720,+
CSS0018956,1,61396090,61399839,-
CSS0028646,1,61440970,61446359,+
CSS0031825,1,61456052,61457679,+
CSS0002007,1,61777058,61777705,-
CSS0046772,1,61903387,61913221,+
CSS0034297,1,61980400,61984371,+
CSS0005781,1,62073445,62073689,+
CSS0016283,1,62105564,62109245,+
CSS0010737,1,62244790,62257457,+
CSS0035966,1,62277912,62283159,+
CSS0042388,1,62316777,62338342,+
CSS0044206,1,62413057,62417377,+
CSS0036077,1,62516706,62637555,+
CSS0024999,1,62695442,62698261,+
CSS0026342,1,62721509,62725934,+
CSS0023595,1,62789486,62791011,-
CSS0045689,1,62811223,62815857,-
CSS0041269,1,62818671,62823719,-
CSS0049488,1,62862345,62866547,-
CSS0047652,1,62867452,62871891,-
CSS0045045,1,62872768,62881358,-
CSS0016099,1,62882180,62883021,-
CSS0045688,1,62901368,62905024,-
CSS0010371,1,62997686,62999803,+
CSS0034337,1,63042914,63050119,-
CSS0009851,1,63104798,63120423,+
CSS0016134,1,63125435,63128977,+
CSS0021537,1,63157673,63166042,+
CSS0016401,1,63167374,63170348,+
CSS0034630,1,63450600,63470990,-
CSS0005084,1,63547665,63549732,-
CSS0039553,1,63570851,63571317,+
CSS0022864,1,63586809,63587468,+
CSS0004655,1,63622777,63625652,+
CSS0032995,1,63629463,63637210,+
CSS0020841,1,63637259,63640750,+
CSS0000031,1,63641241,63641639,+
CSS0027155,1,63757580,63758034,-
CSS0019630,1,63812278,63828944,+
CSS0005256,1,63835078,63840933,+
CSS0003747,1,64193844,64196997,-
CSS0020740,1,64198187,64199294,-
CSS0027058,1,64374416,64374601,-
CSS0008253,1,64398872,64422482,-
CSS0019291,1,64411496,64414458,-
CSS0007267,1,64669560,64674532,-
CSS0002664,1,64733547,64734530,+
CSS0032435,1,64753552,64772713,+
CSS0024368,1,64808491,64814765,+
CSS0019414,1,64823856,64844302,+
CSS0048267,1,64861349,64863502,+
CSS0027082,1,64863773,64870164,+
CSS0019437,1,64919961,64921098,+
CSS0026931,1,65028271,65041993,-
CSS0042289,1,65173607,65176800,+
CSS0010935,1,65242336,65243916,-
CSS0031316,1,65244803,65249606,-
CSS0030097,1,65317783,65321296,-
CSS0005035,1,65321579,65322043,-
CSS0004960,1,65322283,65323720,-
CSS0026764,1,65323729,65324293,-
CSS0021515,1,65339213,65359667,-
CSS0011309,1,65368859,65369769,+
CSS0028315,1,65407157,65408917,-
CSS0049205,1,65428670,65445197,-
CSS0024438,1,65457268,65458364,-
CSS0036499,1,65500637,65505137,+
CSS0005854,1,66108641,66111772,+
CSS0042094,1,66144958,66155561,+
CSS0022176,1,66167818,66168480,-
CSS0023006,1,66168743,66169761,-
CSS0020919,1,66204637,66205794,-
CSS0016220,1,66368732,66369358,+
CSS0014172,1,66601637,66602266,+
CSS0028450,1,66815158,66816059,-
CSS0035385,1,66829304,66829687,+
CSS0012806,1,66881837,66882766,-
CSS0049307,1,67051776,67052898,+
CSS0043944,1,67071098,67071818,-
CSS0041116,1,67093674,67095578,-
CSS0050082,1,67339825,67343625,+
CSS0046907,1,67355719,67378430,-
CSS0040385,1,67503373,67504643,+
CSS0038345,1,67747397,67749067,+
CSS0011095,1,67912715,67913879,+
CSS0003602,1,67977758,67978924,+
CSS0040808,1,68045093,68045667,+
CSS0030811,1,68046671,68051777,+
CSS0019185,1,68065080,68069279,+
CSS0015308,1,68070648,68072975,-
CSS0026594,1,68126349,68131993,-
CSS0048039,1,68243745,68243927,+
CSS0046132,1,68324425,68328836,+
CSS0030494,1,68330618,68331421,-
CSS0034181,1,68547124,68554705,+
CSS0009633,1,68589196,68589903,-
CSS0046219,1,68851292,68856301,+
CSS0030209,1,68973946,68974706,+
CSS0015508,1,68988535,68994153,+
CSS0010747,1,69290042,69292872,+
CSS0023542,1,69309465,69315197,+
CSS0039585,1,69341979,69349296,-
CSS0041281,1,69458327,69473544,+
CSS0041175,1,69650835,69654155,+
CSS0024483,1,69693621,69697973,-
CSS0011191,1,69715622,69717031,+
CSS0005074,1,69760000,69840215,+
CSS0021658,1,69980472,69981891,+
CSS0044408,1,70045224,70050309,+
CSS0004028,1,70189761,70190791,-
CSS0039025,1,70349022,70349732,-
CSS0045208,1,70509156,70511159,+
CSS0037044,1,70643945,70645426,+
CSS0024775,1,70670520,70672497,+
CSS0008200,1,70680888,70682570,+
CSS0023912,1,70683882,70684413,+
CSS0030686,1,70684434,70684743,+
CSS0007359,1,70747390,70747785,+
CSS0036596,1,70948473,70951158,+
CSS0032763,1,70951419,70951812,+
CSS0013672,1,70974884,70976278,+
CSS0039379,1,70980573,70980915,-
CSS0047402,1,71036309,71037995,+
CSS0007864,1,71063784,71064912,-
CSS0026633,1,71312323,71314437,+
CSS0006228,1,71480416,71482755,+
CSS0037091,1,71501876,71503648,+
CSS0049409,1,71523684,71524553,-
CSS0045025,1,71628080,71643314,+
CSS0037512,1,71656527,71666728,+
CSS0008538,1,71807334,71811573,+
CSS0030741,1,71836352,71838043,-
CSS0049744,1,72110254,72114661,+
CSS0038169,1,72361007,72363174,+
CSS0045375,1,72658761,72659605,-
CSS0033686,1,72809199,72809441,+
CSS0034603,1,72818464,72819468,+
CSS0002014,1,73506236,73509798,-
CSS0003350,1,73561147,73561771,+
CSS0003796,1,73588723,73591453,+
CSS0028871,1,74180122,74183627,+
CSS0043362,1,74270645,74271907,+
CSS0042012,1,75382183,75383742,-
CSS0019461,1,75597351,75599523,-
CSS0031381,1,75721829,75722098,+
CSS0040662,1,75747711,75748457,-
CSS0017193,1,75803355,75805436,-
CSS0047646,1,75932986,75936432,-
CSS0006780,1,76030914,76033369,+
CSS0007459,1,76127480,76129928,+
CSS0023133,1,76289652,76290530,-
CSS0021296,1,76553245,76553484,-
CSS0026812,1,76697913,76701037,+
CSS0014836,1,76737480,76738060,+
CSS0038224,1,76738725,76739700,+
CSS0031541,1,76751588,76760517,+
CSS0046699,1,77508672,77518279,+
CSS0006073,1,77558810,77559007,-
CSS0041360,1,77573790,77573987,-
CSS0023393,1,77583359,77585508,-
CSS0038890,1,77655699,77656438,+
CSS0048010,1,77804123,77815526,-
CSS0025830,1,77841747,77842646,+
CSS0005869,1,77989955,77990260,+
CSS0002091,1,78013028,78013530,-
CSS0048278,1,78052317,78052668,-
CSS0017132,1,78248944,78249848,-
CSS0014865,1,78273958,78297003,-
CSS0044813,1,78853320,78885546,+
CSS0030556,1,79164571,79167148,+
CSS0002598,1,79533422,79533704,-
CSS0029826,1,79779010,79788563,+
CSS0039277,1,79842149,79845309,-
CSS0040408,1,79882467,79884232,+
CSS0011008,1,79959947,79960780,+
CSS0045148,1,79999131,80021203,-
CSS0046255,1,80129869,80130153,-
CSS0014177,1,80232636,80234099,+
CSS0004673,1,80239329,80241666,-
CSS0034897,1,80251112,80252792,-
CSS0041643,1,80278127,80279566,+
CSS0017243,1,80392309,80393644,+
CSS0039461,1,80456751,80458119,-
CSS0042178,1,80545814,80547723,+
CSS0049041,1,80557687,80567674,-
CSS0025955,1,80621248,80621829,-
CSS0043727,1,80884388,80884939,-
CSS0009027,1,80892767,80894335,+
CSS0031231,1,80916071,80918389,+
CSS0010683,1,81187335,81189775,-
CSS0048625,1,81239005,81243085,+
CSS0048064,1,81256618,81257635,+
CSS0024295,1,81262445,81262705,-
CSS0018666,1,81263190,81264480,+
CSS0027176,1,81273043,81276280,-
CSS0044000,1,81330788,81333150,+
CSS0044656,1,81612573,81615376,+
CSS0016867,1,82072785,82077196,-
CSS0048006,1,82494411,82503443,+
CSS0041198,1,82687618,82690243,+
CSS0048934,1,82738817,82742283,+
CSS0007682,1,82883926,82885607,+
CSS0026196,1,82899487,82900504,+
CSS0039988,1,82904053,82904313,-
CSS0010025,1,83498917,83499779,+
CSS0001268,1,83529239,83532023,-
CSS0017664,1,83542178,83542477,+
CSS0026649,1,83701401,83705707,-
CSS0035970,1,83709027,83721283,+
CSS0036952,1,83730929,83731294,-
CSS0007972,1,83749473,83756678,+
CSS0015741,1,83809236,83810685,+
CSS0039145,1,83920221,83921585,+
CSS0020162,1,84186437,84205103,+
CSS0004955,1,84206140,84206493,+
CSS0027473,1,84213714,84214146,+
CSS0040341,1,84287297,84293098,+
CSS0008985,1,84417325,84421263,+
CSS0024827,1,84423472,84439178,+
CSS0006648,1,84580118,84581811,-
CSS0033710,1,84809366,84810108,+
CSS0015678,1,84827625,84839043,-
CSS0047844,1,84840859,84841729,-
CSS0010521,1,84930123,84937591,+
CSS0044451,1,84940126,84950269,-
CSS0042230,1,85044231,85044972,+
CSS0039374,1,85062464,85072911,-
CSS0019552,1,85164881,85166720,+
CSS0023727,1,85179314,85188959,+
CSS0030299,1,85252636,85252896,-
CSS0048829,1,85263347,85264664,+
CSS0046422,1,85306662,85316884,-
CSS0027322,1,85312792,85313232,+
CSS0039852,1,85381016,85381800,-
CSS0017757,1,85384007,85386985,-
CSS0042926,1,85429657,85430565,+
CSS0002258,1,85433645,85472472,+
CSS0040420,1,85474794,85480244,-
CSS0048539,1,85524017,85541463,-
CSS0024706,1,85750193,85755871,-
CSS0035098,1,85957116,85961124,-
CSS0019874,1,85988030,85988314,-
CSS0002108,1,86084888,86088776,-
CSS0017636,1,86116634,86125873,+
CSS0048096,1,86127303,86135330,+
CSS0031162,1,86250850,86257252,+
CSS0014775,1,86321394,86323487,+
CSS0032931,1,86398117,86398492,+
CSS0007027,1,86443592,86452562,-
CSS0047196,1,86478840,86494042,+
CSS0045759,1,86495532,86498433,+
CSS0049198,1,86615221,86619942,+
CSS0043186,1,86675131,86677210,+
CSS0048973,1,86727425,86733518,+
CSS0049943,1,86736634,86737261,-
CSS0050310,1,86737796,86738866,-
CSS0035131,1,86802514,86803169,+
CSS0020236,1,86921798,86931207,+
CSS0016101,1,86974232,86974576,-
CSS0045342,1,87051979,87054200,-
CSS0015725,1,87056861,87057305,-
CSS0022480,1,87103833,87104234,+
CSS0028945,1,87113028,87113749,-
CSS0046158,1,87256747,87259860,+
CSS0007996,1,87441205,87442153,-
CSS0042203,1,87588447,87589166,+
CSS0017728,1,87598021,87600673,-
CSS0011020,1,87916273,87917109,+
CSS0013269,1,87955366,87956097,-
CSS0003091,1,88032419,88033255,-
CSS0011803,1,88185458,88186161,-
CSS0024685,1,88204292,88205118,+
CSS0042416,1,88254377,88283836,+
CSS0033441,1,88284710,88286354,+
CSS0005925,1,88302104,88304787,+
CSS0034821,1,88345368,88345556,+
CSS0019838,1,88532223,88534454,+
CSS0031818,1,88669633,88670175,+
CSS0037491,1,88673418,88690574,-
CSS0024839,1,88695409,88695815,-
CSS0019814,1,88698327,88700689,-
CSS0006239,1,88705165,88707198,-
CSS0006931,1,88874719,88957813,+
CSS0028824,1,89162249,89164342,-
CSS0027979,1,89215492,89216769,-
CSS0016631,1,89307813,89316313,+
CSS0031348,1,89437223,89440937,+
